 (2.929687499999999432e+02+0.000000000000000000e+00j)  (2.470994172126891986e+00+4.493109589167171986e-02j)
 (3.906249999999999432e+02+0.000000000000000000e+00j)  (2.077252417666411333e+00-8.457780886643065377e-02j)
 (4.882812499999999432e+02+0.000000000000000000e+00j)  (1.554704324005733440e+00-2.854058489031453122e-02j)
 (5.859374999999998863e+02+0.000000000000000000e+00j)  (1.324144048291028497e+00+1.379824940969512082e-01j)
 (6.835937499999998863e+02+0.000000000000000000e+00j)  (1.382275110737843704e+00+2.974223029668556229e-01j)
 (7.812499999999998863e+02+0.000000000000000000e+00j)  (1.663282805295295486e+00+2.340397217142883290e-01j)
 (8.789062499999998863e+02+0.000000000000000000e+00j)  (1.648624759139582618e+00+6.608890665935174269e-02j)
 (9.765624999999998863e+02+0.000000000000000000e+00j)  (1.549989813466173150e+00-4.767929287636850366e-02j)
 (1.074218749999999773e+03+0.000000000000000000e+00j)  (1.509703107917915288e+00-1.177675601507742198e-01j)
 (1.171874999999999773e+03+0.000000000000000000e+00j)  (1.525735867028177317e+00+5.498409570695653864e-02j)
 (1.269531249999999773e+03+0.000000000000000000e+00j)  (1.516332475919655254e+00+1.249471531612143110e-01j)
 (1.367187499999999773e+03+0.000000000000000000e+00j)  (1.483658940749880362e+00+1.433783031580644629e-01j)
 (1.464843749999999773e+03+0.000000000000000000e+00j)  (1.449745532697997330e+00+1.803572147944968451e-01j)
 (1.562499999999999773e+03+0.000000000000000000e+00j)  (1.411763510162407531e+00+2.222234793916583462e-01j)
 (1.660156249999999773e+03+0.000000000000000000e+00j)  (1.390787169811255941e+00+2.946582060658634594e-01j)
 (1.757812499999999773e+03+0.000000000000000000e+00j)  (1.422172131508312010e+00+3.405665666595715790e-01j)
 (1.855468749999999773e+03+0.000000000000000000e+00j)  (1.441139214331389251e+00+3.756523107382907511e-01j)
 (1.953124999999999773e+03+0.000000000000000000e+00j)  (1.486252040000994645e+00+3.863595310708461961e-01j)
 (2.050781249999999545e+03+0.000000000000000000e+00j)  (1.495732585461120534e+00+3.209946576949473385e-01j)
 (2.148437499999999545e+03+0.000000000000000000e+00j)  (1.465973956621773322e+00+3.462350828805481617e-01j)
 (2.246093749999999545e+03+0.000000000000000000e+00j)  (1.476366629046797607e+00+3.373531561398454559e-01j)
 (2.343749999999999545e+03+0.000000000000000000e+00j)  (1.448210070109060554e+00+3.289198886768064933e-01j)
 (2.441406249999999545e+03+0.000000000000000000e+00j)  (1.446623778308133490e+00+3.555557887819381646e-01j)
 (2.539062499999999545e+03+0.000000000000000000e+00j)  (1.431844234332953381e+00+3.329204419435759510e-01j)
 (2.636718749999999545e+03+0.000000000000000000e+00j)  (1.393220800113837310e+00+3.655937770277355447e-01j)
 (2.734374999999999545e+03+0.000000000000000000e+00j)  (1.417899736450334736e+00+3.413190589900724214e-01j)
 (2.832031249999999545e+03+0.000000000000000000e+00j)  (1.352021437517608948e+00+3.266238420551869637e-01j)
 (2.929687499999999545e+03+0.000000000000000000e+00j)  (1.350533284399151324e+00+3.720458938035254293e-01j)
 (3.027343749999999545e+03+0.000000000000000000e+00j)  (1.322781713825605054e+00+3.368228071651740985e-01j)
 (3.124999999999999545e+03+0.000000000000000000e+00j)  (1.243719856259130507e+00+3.488693394022517880e-01j)
 (3.222656249999999545e+03+0.000000000000000000e+00j)  (1.163619713168021041e+00+4.106012820755420289e-01j)
 (3.320312499999999545e+03+0.000000000000000000e+00j)  (1.148559360943536944e+00+4.956482350681089555e-01j)
 (3.417968749999999545e+03+0.000000000000000000e+00j)  (1.155393666561113086e+00+5.757576313779523280e-01j)
