 (2.929687499999999432e+02+0.000000000000000000e+00j)  (2.410213619828682763e+00+6.869881688411831611e-02j)
 (3.906249999999999432e+02+0.000000000000000000e+00j)  (1.975344882229512766e+00-4.682570765553645958e-02j)
 (4.882812499999999432e+02+0.000000000000000000e+00j)  (1.500979609453755081e+00+2.437439477229820517e-02j)
 (5.859374999999998863e+02+0.000000000000000000e+00j)  (1.265020059704789590e+00+1.640989327408591825e-01j)
 (6.835937499999998863e+02+0.000000000000000000e+00j)  (1.282247249580935611e+00+2.940958191076349926e-01j)
 (7.812499999999998863e+02+0.000000000000000000e+00j)  (1.578496592991409431e+00+2.219709779241490488e-01j)
 (8.789062499999998863e+02+0.000000000000000000e+00j)  (1.577049463463229717e+00+7.634072269887601236e-02j)
 (9.765624999999998863e+02+0.000000000000000000e+00j)  (1.452717726186938618e+00-5.738081009167988328e-02j)
 (1.074218749999999773e+03+0.000000000000000000e+00j)  (1.404107177225257574e+00-1.325530008299230511e-01j)
 (1.171874999999999773e+03+0.000000000000000000e+00j)  (1.428802356432963938e+00+4.806163902308806246e-02j)
 (1.269531249999999773e+03+0.000000000000000000e+00j)  (1.467040379581474374e+00+1.114885402791874203e-01j)
 (1.367187499999999773e+03+0.000000000000000000e+00j)  (1.410175097980423509e+00+1.078942471634286998e-01j)
 (1.464843749999999773e+03+0.000000000000000000e+00j)  (1.382309159255953102e+00+1.475792798423458951e-01j)
 (1.562499999999999773e+03+0.000000000000000000e+00j)  (1.335691322163673478e+00+1.883870192875771177e-01j)
 (1.660156249999999773e+03+0.000000000000000000e+00j)  (1.299898724759927404e+00+2.577829926178582531e-01j)
 (1.757812499999999773e+03+0.000000000000000000e+00j)  (1.367629413988731724e+00+3.135848881080067208e-01j)
 (1.855468749999999773e+03+0.000000000000000000e+00j)  (1.396555598914852592e+00+3.199071899619527759e-01j)
 (1.953124999999999773e+03+0.000000000000000000e+00j)  (1.422725477551618267e+00+3.215940184861777462e-01j)
 (2.050781249999999545e+03+0.000000000000000000e+00j)  (1.499648279954041818e+00+2.467704470340040535e-01j)
 (2.148437499999999545e+03+0.000000000000000000e+00j)  (1.443386910600742645e+00+2.243234944859849589e-01j)
 (2.246093749999999545e+03+0.000000000000000000e+00j)  (1.422509154159975919e+00+2.404321161615935454e-01j)
 (2.343749999999999545e+03+0.000000000000000000e+00j)  (1.367825968397123226e+00+2.536907832602419699e-01j)
 (2.441406249999999545e+03+0.000000000000000000e+00j)  (1.386401641282771546e+00+3.265821923922667680e-01j)
 (2.539062499999999545e+03+0.000000000000000000e+00j)  (1.419662757045699886e+00+2.953240858460570162e-01j)
 (2.636718749999999545e+03+0.000000000000000000e+00j)  (1.386949267357181048e+00+2.976760189964989811e-01j)
 (2.734374999999999545e+03+0.000000000000000000e+00j)  (1.373483814543636328e+00+3.355806874411682572e-01j)
 (2.832031249999999545e+03+0.000000000000000000e+00j)  (1.417872953019895244e+00+3.372324900997905606e-01j)
 (2.929687499999999545e+03+0.000000000000000000e+00j)  (1.389419127432768297e+00+3.348289916095626984e-01j)
 (3.027343749999999545e+03+0.000000000000000000e+00j)  (1.445210802659276039e+00+3.347204602309460930e-01j)
 (3.124999999999999545e+03+0.000000000000000000e+00j)  (1.432629427471626027e+00+2.689560564555608657e-01j)
